特征名,重要性
C3_9399d6d9,0
C3_940a801a,0
C3_9473f88b,0
C3_948ee031,0
C3_949ac3e4,0
C3_94a1085d,0
C3_9503254b,0
C3_955fdf21,0
C3_9577a60f,0
C3_9579ce3e,0
C3_932b6200,0
C3_8bd78c57,0
C3_8cd51466,0
C3_8cd59f40,0
C3_8d2c1bcb,0
C3_8d6c46c6,0
C3_8d9e5174,0
C3_8dbfdfba,0
C3_8e191576,0
C3_8e4395d0,0
C3_8e5f9347,0
C3_8e862e24,0
C3_8e892d79,0
C3_904dfc86,0
C3_8ecae56a,0
C3_8ee58029,0
C3_8f345d3a,0
C3_8f580889,0
C3_8f9df49c,0
C3_8fcd1d91,0
C3_8fcdf693,0
C3_8ff53ad6,0
C3_9011c162,0
C3_90389317,0
C3_9042c4ea,0
C3_9049af6f,0
C3_8ec7787f,0
C11_ae19a197,0
C11_ae4c531b,0
C11_aef30e3e,0
C11_af0b7ceb,0
C11_af6a4ffc,0
C11_af763b4c,0
C11_afdd3fca,0
C11_b06ac93b,0
C11_b0878dc1,0
C11_b205dccf,0
C11_b29110e2,0
C7_7a9ee4e9,0
C11_b362cd99,0
C11_b38835a9,0
C11_b49d37b3,0
C11_b4bb4248,0
C11_b5a9f90e,0
C11_b5bb9d63,0
C11_b642fddf,0
C11_b67e50d8,0
C11_b6ac69d0,0
C11_b7094596,0
C11_b785d136,0
C11_b7bb7a17,0
C11_b2cb9c98,0
C11_a739bbee,0
C11_a74169ca,0
C11_a7b606c4,0
C11_a89c45cb,0
C11_a95a8954,0
C11_a9b84bd5,0
C11_a9f02987,0
C11_aa1ed092,0
C11_aa5e0431,0
C11_aaa08406,0
C11_aadb87b9,0
C11_ab066900,0
C11_adc21200,0
C11_ab60c4de,0
C11_ab855bcc,0
C11_ac043af0,0
C11_ac31fe3c,0
C11_ac416c77,0
C11_ac48f34e,0
C11_ac9c2e8f,0
C11_acc758fc,0
C11_ad0ca57b,0
C11_ad2bc6f4,0
C11_ad757a5a,0
C11_ada5494c,0
C11_ab06ce90,0
C11_bf4ecea4,0
C11_bfacd3e5,0
C11_bfd3f296,0
C11_bfd9d6e5,0
C11_c00f746e,0
C11_c012107d,0
C11_c01c1eb7,0
C11_c05dff4b,0
C11_c06a23c2,0
C11_c17b047a,0
C11_c1ee56d0,0
C11_b7bb9e4d,0
C11_c255f829,0
C11_c30e7b00,0
C11_c3516644,0
C11_c389b738,0
C11_c3f4ae21,0
C11_c44f7d31,0
C11_c4525253,0
C11_c4bd1c72,0
C11_c5638068,0
C11_c58af4d9,0
C11_c658b52c,0
C11_c69447fb,0
C11_c21c44c8,0
C11_b81d4e00,0
C11_b83708c2,0
C11_b87ef7f7,0
C11_b8deab54,0
C11_b8f1b1b5,0
C11_b91c2548,0
C11_b9ec9192,0
C11_ba0f9e8a,0
C11_ba1ff80a,0
C11_ba6d0e43,0
C11_bb40a095,0
C11_bbd0e773,0
C11_bf4de37f,0
C11_bc786d15,0
C11_bc862fb6,0
C11_bc8c9f21,0
C11_bca79aeb,0
C11_bce0c45c,0
C11_bda62d37,0
C11_bdb9b731,0
C11_be28d080,0
C11_be8a7bc2,0
C11_be9b0935,0
C11_bef6a013,0
C11_bf09be0e,0
C11_bc346946,0
C11_925e8e07,0
C11_93163196,0
C11_938fe91f,0
C11_93bc0a6a,0
C11_93cf7728,0
C11_94952d35,0
C11_94a1f0fa,0
C11_94d2aad8,0
C11_94e499b0,0
C11_94fb1def,0
C11_9590fb42,0
C11_a6f5e788,0
C11_95cad465,0
C11_95fb4c31,0
C11_9625b211,0
C11_962f47a7,0
C11_9642755d,0
C11_96a52b15,0
C11_974aaa98,0
C11_980e6880,0
C11_981a1f4f,0
C11_9839fbc5,0
C11_98579192,0
C11_98ac1c4a,0
C11_95922fe2,0
C11_8d3d2b01,0
C11_8d5ad79c,0
C11_8d689bd2,0
C11_8dd0a090,0
C11_8e3de34d,0
C11_8e8b2ae0,0
C11_8f2a5d32,0
C11_8f410860,0
C11_8f4f8f83,0
C11_8f68a279,0
C11_8f736c02,0
C11_8f7b26d4,0
C11_922bbb91,0
C11_9002e6b7,0
C11_904aa145,0
C11_9091de16,0
C11_9099c04e,0
C11_90b202b5,0
C11_90bf7fef,0
C11_90dfb174,0
C11_90e43499,0
C11_910afbbb,0
C11_911b463c,0
C11_9163f8f1,0
C11_91e8fc27,0
C11_8f999c5c,0
C11_a0060bca,0
C11_a04db730,0
C11_a04e019f,0
C11_a08945ca,0
C11_a0a5e9d7,0
C11_a0d85bf2,0
C11_a10c0fc9,0
C11_a1288914,0
C11_a12fca95,0
C11_a17df47c,0
C11_a1e02e8a,0
C11_9906c8f3,0
C11_a2482a8c,0
C11_a2a217b9,0
C11_a2c1d2d9,0
C11_a353f58d,0
C11_a35dd4d8,0
C11_a3d2f3d0,0
C11_a4609aab,0
C11_a4d2f869,0
C11_a4e98865,0
C11_a4ea009a,0
C11_a50ef3e5,0
C11_a60de4e5,0
C11_a2460a9f,0
C11_99ab642b,0
C11_9a024337,0
C11_9a422971,0
C11_9a660f03,0
C11_9b86870a,0
C11_9b972b2e,0
C11_9ba53fcc,0
C11_9c2588ba,0
C11_9c50f4f2,0
C11_9c9d4957,0
C11_9cf09d42,0
C11_9d0e6c68,0
C11_9ffb3655,0
C11_9d7e66c3,0
C11_9ddd72e9,0
C11_9ddfe8c7,0
C11_9e12e146,0
C11_9e271da4,0
C11_9e4e8906,0
C11_9e511730,0
C11_9ebaacb7,0
C11_9ebe879b,0
C11_9ee336c5,0
C11_9f0003f4,0
C11_9f7c4fc1,0
C11_9d12ce9b,0
C11_ea26a3ee,0
C11_ea4adb47,0
C11_ea86da03,0
C11_eacae3ce,0
C11_eb4a9b83,0
C11_eb94162a,0
C11_eb9e7931,0
C11_ebcb3ba3,0
C11_ebd30041,0
C11_ec2b795a,0
C11_ec88dd34,0
C11_c6c91669,0
C11_ed04080f,0
C11_edba1538,0
C11_ee53454a,0
C11_ee6845d2,0
C11_ee8f8975,0
C11_ee991e99,0
C11_ef121faa,0
C11_ef379d27,0
C11_ef969cb2,0
C11_efb18b6a,0
C11_efc5e2cf,0
C11_f03a9de3,0
C11_ec967dd8,0
C11_e349711d,0
C11_e3baf8d4,0
C11_e40ee698,0
C11_e469acef,0
C11_e4eb05d4,0
C11_e51bf5bd,0
C11_e51ddf94,0
C11_e52152c0,0
C11_e5d8af57,0
C11_e66005d3,0
C11_e6c365aa,0
C11_e6d5171f,0
C11_e9c32980,0
C11_e73bed86,0
C11_e7553038,0
C11_e7c8dd10,0
C11_e7ce7f20,0
C11_e81438fc,0
C11_e8c030d4,0
C11_e8d690e8,0
C11_e90cbbe1,0
C11_e92f89be,0
C11_e93fcc6d,0
C11_e9561d8b,0
C11_e973bfd7,0
C11_e6e0c2dc,0
C11_f629f438,0
C11_f66047e5,0
C11_f677069d,0
C11_f6a9db63,0
C11_f6e05074,0
C11_f741cd0d,0
C11_f7433a43,0
C11_f87e56ab,0
C11_f89fe102,0
C11_f8bed1fb,0
C11_f9d0f35e,0
C11_f03ed979,0
C11_fa365cf9,0
C11_fa6526a0,0
C11_facf05cc,0
C11_fb5156e6,0
C11_fb7d76d1,0
C11_fc08b537,0
C11_fc27ecc0,0
C11_fc48be28,0
C11_fccfdad3,0
C11_fcf1ea92,0
C11_fd318026,0
C11_fd7856c1,0
C11_fa1b06e6,0
C11_f045731b,0
C11_f064833f,0
C11_f0d7528c,0
C11_f117ca64,0
C11_f173d5e6,0
C11_f1b78ab4,0
C11_f1f039ef,0
C11_f22957ba,0
C11_f2313205,0
C11_f25fe7e9,0
C11_f272f98e,0
C11_f29b9ed2,0
C11_f5f5efa3,0
C11_f2a5d7d2,0
C11_f36fc282,0
C11_f37be5c0,0
C11_f3c8cee9,0
C11_f47e21eb,0
C11_f499652b,0
C11_f4aee513,0
C11_f5204b1e,0
C11_f52829dc,0
C11_f53090e9,0
C11_f536b86c,0
C11_f5a125f1,0
C11_f2a195a2,0
C11_cf690be6,0
C11_cfcea1c3,0
C11_cff871dc,0
C11_d02264a7,0
C11_d05acfa9,0
C11_d0966f7e,0
C11_d0c3ead8,0
C11_d0ca2b2f,0
C11_d13e1160,0
C11_d20ffd8f,0
C11_d21494f8,0
C11_e3205ff0,0
C11_d257849e,0
C11_d2830bad,0
C11_d2b7c44b,0
C11_d30a51a7,0
C11_d34b988b,0
C11_d407af40,0
C11_d433166d,0
C11_d4587bb9,0
C11_d4a6e08f,0
C11_d51f40d7,0
C11_d556b556,0
C11_d5a66f22,0
C11_d24aec2b,0
C11_c6cb726f,0
C11_c6db8e1c,0
C11_c7435d5a,0
C11_c82f1813,0
C11_c8e7f509,0
C11_c8e9dff6,0
C11_c9168a8c,0
C11_c92f4124,0
C11_c9aa6173,0
C11_c9c964c1,0
C11_c9ddcfd0,0
C11_cacf7f71,0
C11_cf0467b4,0
C11_cb949894,0
C11_cc665c85,0
C11_ccecf8bb,0
C11_ccfdca2f,0
C11_cd18416f,0
C11_cd3a0eb4,0
C11_cd797342,0
C11_cdca587b,0
C11_ce0191f2,0
C11_ce3dfeb8,0
C11_ceb943bc,0
C11_cef3fa21,0
C11_cb70bc55,0
C11_dbf405cd,0
C11_dc886240,0
C11_dcc0e16b,0
C11_dcc84468,0
C11_dcea998f,0
C11_dd244141,0
C11_dd6fc8cb,0
C11_ddf72fe8,0
C11_debb534a,0
C11_defc0075,0
C11_defdb18a,0
C11_d5df6cd3,0
C11_e015e3d6,0
C11_e048fc7a,0
C11_e07b8196,0
C11_e08d8d9c,0
C11_e0c3cae0,0
C11_e0e79bd6,0
C11_e16bba2e,0
C11_e192b186,0
C11_e1fb71c4,0
C11_e2217f93,0
C11_e24ff9e7,0
C11_e25a89f7,0
C11_df80c9eb,0
C11_d6194705,0
C11_d650f1bd,0
C11_d66168dc,0
C11_d697c57a,0
C11_d6ea7935,0
C11_d70d69ef,0
C11_d70e2491,0
C11_d7129972,0
C11_d74aabe6,0
C11_d74f7351,0
C11_d7ee0177,0
C11_d83c39bc,0
C11_dbdb7970,0
C11_d8448b98,0
C11_d8d7567b,0
C11_d9085127,0
C11_d9244025,0
C11_d93e6010,0
C11_d955920d,0
C11_d99a1a67,0
C11_d9e11b33,0
C11_da28c392,0
C11_da89cb9b,0
C11_dae7ef8b,0
C11_db80eb2b,0
C11_d83caed6,0
C11_425425ca,0
C11_42880796,0
C11_42c897f4,0
C11_42e01668,0
C11_43113bd0,0
C11_431f1b36,0
C11_434d6c13,0
C11_4352b29b,0
C11_447a6784,0
C11_44f28fe6,0
C11_44fa9a7f,0
C11_8cffe207,0
C11_46031dab,0
C11_46759dcb,0
C11_46a894f7,0
C11_46adcd72,0
C11_46febd4d,0
C11_47791ba3,0
C11_477ac334,0
C11_477c3e2b,0
C11_47db1bd7,0
C11_4829f487,0
C11_48540920,0
C11_486d2498,0
C11_45ca0a69,0
C11_39b4a686,0
C11_39ddd652,0
C11_39e1365f,0
C11_3a403d8c,0
C11_3a5bf2d6,0
C11_3a9c7259,0
C11_3ac1b508,0
C11_3ac87d37,0
C11_3ad41aaa,0
C11_3b8d987f,0
C11_3bcfd189,0
C11_3c264af5,0
C11_42474081,0
C11_3d7fac52,0
C11_3e38ef40,0
C11_3ec9c616,0
C11_3f3009e8,0
C11_3f335b6c,0
C11_3f3796ef,0
C11_4160baab,0
C11_418037d7,0
C11_419d31d4,0
C11_41a49f7a,0
C11_41b3f655,0
C11_41d056e9,0
C11_3d5fb018,0
C11_4d8549da,0
C11_4eddcd83,0
C11_4efc1873,0
C11_4f1b46f3,0
C11_4f5088d5,0
C11_4fcc6c51,0
C11_5097afa1,0
C11_50a20b02,0
C11_50df38c2,0
C11_50e62a3b,0
C11_51383e81,0
C11_48876b80,0
C11_52105669,0
C11_52497132,0
C11_5298a972,0
C11_529e8447,0
C11_52fd9280,0
C11_532530d1,0
C11_5368b8e5,0
C11_53bfd177,0
C11_53dc99b0,0
C11_53e86199,0
C11_541383bd,0
C11_5420373c,0
C11_51ef0313,0
C11_48e01e3c,0
C11_494bd436,0
C11_4955b0c0,0
C11_49807fed,0
C11_49aeb6a9,0
C11_49b71adf,0
C11_49bed3c6,0
C11_4a00b569,0
C11_4a1677bb,0
C11_4a74f0d7,0
C11_4a77ddca,0
C11_4ab39743,0
C11_4d38a97d,0
C11_4b0929e2,0
C11_4b41a8e8,0
C11_4b8a85bd,0
C11_4ba74619,0
C11_4be3b87a,0
C11_4c074d2a,0
C11_4c14b9bc,0
C11_4c4ecb2b,0
C11_4c9e8313,0
C11_4ca0f167,0
C11_4ca43e84,0
C11_4cdf6fb6,0
C11_4ad5ddce,0
C11_229db8f5,0
C11_2386466b,0
C11_23cd7a8a,0
C11_23f20700,0
C11_23feec22,0
C11_248679bb,0
C11_248c347e,0
C11_24adbadc,0
C11_24f22538,0
C11_25076b65,0
C11_25647a7f,0
C11_38f692a7,0
C11_25f4f871,0
C11_26a64614,0
C11_27258c97,0
C11_27465d16,0
C11_278636c9,0
C11_28404bee,0
C11_28479331,0
C11_2872a4bd,0
C11_28b2a54d,0
C11_28f4e130,0
C11_29473fc8,0
C11_29e4ad33,0
C11_2566311a,0
C11_1bdc0607,0
C11_1be1371e,0
C11_1c1abc64,0
C11_1c541241,0
C11_1c80d81c,0
C11_1c850e0f,0
C11_1ceb1cda,0
C11_1cf3e7d2,0
C11_1d351a39,0
C11_1d7bf26b,0
C11_1e409ab1,0
C11_1e79255f,0
C11_2271d551,0
C11_1fc34e82,0
C11_1fec5e61,0
C11_2010b191,0
C11_208d9dd6,0
C11_209ac897,0
C11_20aef7a0,0
C11_20b05825,0
C11_20bbee29,0
C11_20c37f5c,0
C11_20ec800a,0
C11_21428b74,0
C11_222919a2,0
C11_1f36d28a,0
C11_2fff84cb,0
C11_30b2881b,0
C11_30b2a438,0
C11_319687c9,0
C11_3204e37d,0
C11_323cb85a,0
C11_3240ea7b,0
C11_3289d3e1,0
C11_33765c29,0
C11_3407cf7b,0
C11_34c909fe,0
C11_2a031a88,0
C11_358a1187,0
C11_35cda973,0
C11_3617b5f5,0
C11_364e8b48,0
C11_36706e24,0
C11_36bccca0,0
C11_371dae82,0
C11_3722e006,0
C11_37deccff,0
C11_37fba4a7,0
C11_383e77c6,0
C11_387e8a1a,0
C11_3547565f,0
C11_2a0683ab,0
C11_2a0b79f8,0
C11_2a55306d,0
C11_2a6cc1e3,0
C11_2aa56c5c,0
C11_2b0240af,0
C11_2b31063f,0
C11_2b9c7071,0
C11_2b9f131d,0
C11_2bcfb78f,0
C11_2c7ca449,0
C11_2cc0193e,0
C11_2f917555,0
C11_2cfc1696,0
C11_2d6f299a,0
C11_2d9eed4d,0
C11_2dad6ba2,0
C11_2dbe1596,0
C11_2dc2a28b,0
C11_2df02cf1,0
C11_2df79247,0
C11_2e15139e,0
C11_2e420cd8,0
C11_2e9d5aa6,0
C11_2ee49d19,0
C11_2cdeb258,0
C11_7760d878,0
C11_77e7d573,0
C11_782b0a9a,0
C11_7845abb2,0
C11_786751d8,0
C11_78da5469,0
C11_78f92234,0
C11_7940fc2a,0
C11_7970068e,0
C11_79c3312f,0
C11_7a18edce,0
C11_54649d62,0
C11_7a435b68,0
C11_7a6f163c,0
C11_7b4b217a,0
C11_7b5deffb,0
C11_7b61aa9b,0
C11_7b740c0c,0
C11_7bbe6c06,0
C11_7bc78da9,0
C11_7c430b79,0
C11_7c53dc69,0
C11_7c7199cb,0
C11_7ca01a9d,0
C11_7a3651f5,0
C11_726a2eb8,0
C11_727af3e2,0
C11_731f1c84,0
C11_7373475d,0
C11_7397d690,0
C11_73be5cc3,0
C11_742e9bd6,0
C11_744161b3,0
C11_745416a3,0
C11_7466b255,0
C11_7495273d,0
C11_74da2e0e,0
C11_77212bd7,0
C11_757868ef,0
C11_7579b566,0
C11_75a64bb4,0
C11_75b8e15e,0
C11_75d349ab,0
C11_76030d37,0
C11_760b1970,0
C11_76120d9d,0
C11_761e668d,0
C11_7622c80f,0
C11_7671c62f,0
C11_7696b047,0
C11_755e4a50,0
C11_868744ab,0
C11_868a9e47,0
C11_86c05043,0
C11_86ca7dc8,0
C11_86f426fa,0
C11_870e6f0a,0
C11_87bb382c,0
C11_87fe3e10,0
C11_88196a93,0
C11_88731e13,0
C11_888b6af2,0
C11_7cd75ed0,0
C11_8924112e,0
C11_8a832bf4,0
C11_8aabdae8,0
C11_8b6b3f43,0
C11_8b7c8abd,0
C11_8b92652b,0
C11_8b94178b,0
C11_8bb53eff,0
C11_8bd4b780,0
C11_8c18d8d0,0
C11_8c997030,0
C11_8ca164ab,0
C11_88ac36d5,0
C11_7ce882d2,0
C11_7d4bba07,0
C11_7d756b25,0
C11_7d87ae83,0
C11_7defe259,0
C11_7e2c5c15,0
C11_7e40f08a,0
C11_7f8ffe57,0
C11_7f90c133,0
C11_7f9d1b4e,0
C11_7fb8555d,0
C11_7fd08581,0
C11_860c302b,0
C11_80da9312,0
C11_80fba0d2,0
C11_8158fb79,0
C11_81cae03e,0
C11_82f3fe17,0
C11_83cad30f,0
C11_83dba508,0
C11_843d8639,0
C11_8487a168,0
C11_84b20221,0
C11_84eb4210,0
C11_859b343f,0
C11_7fee217f,0
C11_5de52301,0
C11_5e183c58,0
C11_5ed6ddb4,0
C11_5f0f014d,0
C11_5f2b4051,0
C11_5f3eb205,0
C11_5f5e6091,0
C11_5fb649d8,0
C11_6033ad73,0
C11_606866a9,0
C11_60730c2f,0
C11_7252cfd2,0
C11_608452cc,0
C11_60adb56e,0
C11_60b755e3,0
C11_60e58dde,0
C11_611103d4,0
C11_61422b9a,0
C11_6153cf57,0
C11_61593534,0
C11_61cdb241,0
C11_620cae42,0
C11_620f5b56,0
C11_6241e24a,0
C11_607db0ed,0
C11_5491e76f,0
C11_54bfa8d0,0
C11_55065437,0
C11_553ebda3,0
C11_55795b33,0
C11_565788d0,0
C11_57784783,0
C11_577aa337,0
C11_577ff050,0
C11_57f01cf7,0
C11_58555052,0
C11_585a8b28,0
C11_5ddf6710,0
C11_58a92dd1,0
C11_58d7f05a,0
C11_58d8ca47,0
C11_59cd5ae7,0
C11_5a0a81aa,0
C11_5accb57d,0
C11_5adcba72,0
C11_5b225578,0
C11_5b906b78,0
C11_5bee5497,0
C11_5d7dd95e,0
C11_5d8204e3,0
C11_5874c9c9,0
C11_69efa7ec,0
C11_6a3de4e2,0
C11_6a5e1ce5,0
C11_6a77517a,0
C11_6ad82a5d,0
C11_6ae20392,0
C11_6b0d4f04,0
C11_6b631d5d,0
C11_6be5122d,0
C11_6c07e306,0
C11_6c27619d,0
C11_6c78773b,0
C11_6263d404,0
C11_6d182692,0
C11_6dbe9cfd,0
C11_6dc69f41,0
C11_6e647667,0
C11_6fc1ac4c,0
C11_6fc6ad29,0
C11_703dfdea,0
C11_70948dc7,0
C11_70d4d706,0
C11_71a572f0,0
C11_71fd20d9,0
C11_720446f5,0
C11_6cc7718d,0
C11_62750746,0
C11_62aedd5c,0
C11_63248e0c,0
C11_633b9489,0
C11_63566efd,0
C11_636405ac,0
C11_640d8b63,0
C11_64bbd6b2,0
C11_65819b7a,0
C11_661c2800,0
C11_6624dcd4,0
C11_6643a666,0
C11_69afd526,0
C11_67360210,0
C11_6743b177,0
C11_67841877,0
C11_67b436e3,0
C11_68357db6,0
C11_683e14e9,0
C11_68471789,0
C11_6859602e,0
C11_6872a82d,0
C11_6939835e,0
C11_6944f67f,0
C11_69593bb9,0
C11_6685ea28,0
C12_7127a7d6,0
C12_71322398,0
C12_7141d2d3,0
C12_7161e106,0
C12_716265a1,0
C12_719229e3,0
C12_71c32035,0
C12_71fcc39d,0
C12_72197493,0
C12_72593ff4,0
C12_72a52d4c,0
C11_fd89d13f,0
C12_731273b2,0
C12_732c8db2,0
C12_7441161f,0
C12_74906f90,0
C12_75529ad8,0
C12_7557aa43,0
C12_75762013,0
C12_75b128d8,0
C12_75c17e23,0
C12_75c79158,0
C12_75ef3efe,0
C12_7601c00c,0
C12_72f60df3,0
C12_6c7591c2,0
C12_6c9f4a34,0
C12_6cb5db52,0
C12_6cc0a55c,0
C12_6cc4fcb2,0
C12_6ccebe44,0
C12_6ce7ccc0,0
C12_6cf9b20e,0
C12_6d119e0d,0
C12_6d15afba,0
C12_6d39bfb7,0
C12_6d7b97bc,0
C12_70fcd075,0
C12_6d89b6a5,0
C12_6dd83bc2,0
C12_6e2269a9,0
C12_6e81a4bc,0
C12_6e8878c7,0
C12_6f14d03c,0
C12_6f697ab7,0
C12_6f95f18b,0
C12_6fb8f39a,0
C12_70441a9a,0
C12_704629a2,0
C12_7092f5c1,0
C12_6d86877e,0
C12_7a27d4e1,0
C12_7a3a4b22,0
C12_7a97a313,0
C12_7ad7569f,0
C12_7b29edcb,0
C12_7b7d2d16,0
C12_7bbd899e,0
C12_7bd8cbc0,0
C12_7c61d481,0
C12_7ca611fd,0
C12_7ca6db28,0
C12_7603f93b,0
C12_7d7c6076,0
C12_7d80257f,0
C12_7d9b89ef,0
C12_7ddda62f,0
C12_7e1106ce,0
C12_7e913427,0
C12_7e96e8d6,0
C12_7ec24dbc,0
C12_7f04da19,0
C12_7f07cde5,0
C12_7f5f43e5,0
C12_7f613a89,0
C12_7d7224b0,0
C12_76517c94,0
C12_766a3e49,0
C12_767df0b5,0
C12_76951817,0
C12_769e4c52,0
C12_76a79c33,0
C12_76aed55b,0
C12_76b6d341,0
C12_7742cd63,0
C12_7755fafa,0
C12_7769555d,0
C12_778211cd,0
C12_79fe57b9,0
C12_77edc68f,0
C12_77fb35ab,0
C12_78458b47,0
C12_784cdff5,0
C12_78ba0921,0
C12_78c21c24,0
C12_78e8bc24,0
C12_78fa8136,0
C12_79507c6b,0
C12_795f46bc,0
C12_796884f2,0
C12_79b87c55,0
C12_77af5515,0
C12_606c67c3,0
C12_6074c21f,0
C12_60857cc6,0
C12_60961619,0
C12_60ab2f07,0
C12_60bab41d,0
C12_60c1c22d,0
C12_60d59d42,0
C12_60e03064,0
C12_6111c969,0
C12_611460df,0
C12_6c6c6fff,0
C12_61611703,0
C12_61b5c998,0
C12_61e325db,0
C12_623049e6,0
C12_6234165c,0
C12_629f64aa,0
C12_62b65e7d,0
C12_6305f7f8,0
C12_636dcdf5,0
C12_636e1082,0
C12_63b34abd,0
C12_63e498fc,0
C12_611d855e,0
C12_590dfbb8,0
C12_59155811,0
C12_591e3c11,0
C12_5a1e2fd3,0
C12_5a201a4b,0
C12_5a276398,0
C12_5b355b50,0
C12_5b705e99,0
C12_5b84830a,0
C12_5b97bb07,0
C12_5bab3ef4,0
C12_5c1495d8,0
C12_606545a0,0
C12_5c2da29a,0
C12_5ca5ea59,0
C12_5d1c51b6,0
C12_5d6c3838,0
C12_5db0c556,0
C12_5f0e4076,0
C12_5f1d379c,0
C12_5f27bc59,0
C12_5f7c8ac4,0
C12_60074ff5,0
C12_6008c184,0
C12_604f499b,0
C12_5c28d6c6,0
C12_67b31aac,0
C12_67f7f4ce,0
C12_680d7261,0
C12_682dd9be,0
C12_68944c23,0
C12_692c4ca5,0
C12_6937c791,0
C12_69968474,0
C12_69d0b693,0
C12_69d2de5e,0
C12_69e21162,0
C12_63e5c830,0
C12_6aaba33c,0
C12_6ac5bc4b,0
C12_6af69b37,0
C12_6b4ca2a7,0
C12_6b9c3fee,0
C12_6ba8967b,0
C12_6bca71b1,0
C12_6be9ae06,0
C12_6bf4f3b3,0
C12_6c113bd1,0
C12_6c46a4d6,0
C12_6c531638,0
C12_6aaab577,0
C12_642dc2c5,0
C12_642e0279,0
C12_644443ca,0
C12_64a12588,0
C12_64a416af,0
C12_64cc65f3,0
C12_64cf83c5,0
C12_64d55477,0
C12_64ddde07,0
C12_64e71ff6,0
C12_65115b51,0
C12_6532318c,0
C12_6766a7f0,0
C12_6586e437,0
C12_659ed597,0
C12_65a4a8de,0
C12_65b6ef3b,0
C12_65dfb5eb,0
C12_662d25fe,0
C12_6665c013,0
C12_66a64e3c,0
C12_66a76a26,0
C12_66f67df0,0
C12_6706ce51,0
C12_674c4d30,0
C12_656e5413,0
C12_9916eb6c,0
C12_99818aa2,0
C12_99ac28da,0
C12_99dfd83a,0
C12_99fff852,0
C12_9a114ace,0
C12_9a4d595c,0
C12_9a6d5824,0
C12_9aab49a0,0
C12_9ac2a044,0
C12_9b1932ee,0
C12_7f7afe4c,0
C12_9b9443db,0
C12_9bab541c,0
C12_9bf4fa6a,0
C12_9c16b0b9,0
C12_9c19015b,0
C12_9c1ab2fb,0
C12_9c207460,0
C12_9c70001c,0
C12_9ca68d8e,0
C12_9ccb63a9,0
C12_9d07fdf6,0
C12_9d20bd1f,0
C12_9b32a1cc,0
C12_94b64b83,0
C12_94cf7d4e,0
C12_951c4fc7,0
C12_951fe4a9,0
C12_9548807f,0
C12_95684be2,0
C12_956f2f03,0
C12_9577829b,0
C12_95a74532,0
C12_95ec1a0c,0
C12_95f2d765,0
C12_965d78b2,0
C12_98d78b2b,0
C12_96e389b3,0
C12_9712b4e7,0
C12_972f89e4,0
C12_976cbd4c,0
C12_979f0b63,0
C12_97bcec27,0
C12_97c801de,0
C12_97c85835,0
C12_97cd01be,0
C12_981eb85d,0
C12_9886a0a7,0
C12_9891e04c,0
C12_96c93c99,0
C12_a3758fd7,0
C12_a3c23ad1,0
C12_a3c42cd7,0
C12_a3cdae89,0
C12_a3fa6432,0
C12_a48afad2,0
C12_a5478d97,0
C12_a5571b9f,0
C12_a55ca4d8,0
C12_a585ac09,0
C26_f82917a3,0
C12_9e62f74b,0
C12_a5d05ef4,0
C12_a5e02fd1,0
C12_a62b485a,0
C12_a63f8935,0
C12_a648ca66,0
C12_a64ab585,0
C12_a6554629,0
C12_a67b9877,0
C12_a688779e,0
C12_a6cbd3ab,0
C12_a763084b,0
C12_a7b6b7d9,0
C12_a5b68ff8,0
C12_9ea90194,0
C12_9efe47c6,0
C12_9f32b866,0
C12_9f4c27d4,0
C12_9fa694f3,0
C12_9fd4b868,0
C12_a00ac19c,0
C12_a018bf23,0
C12_a08bb4d7,0
C12_a0933b22,0
C12_a0a1b9a9,0
C12_a0c32c81,0
C12_a36d7104,0
C12_a0f41a51,0
C12_a175e953,0
C12_a1c959c3,0
C12_a1e6e2f5,0
C12_a1e9d7f6,0
C12_a2722ce4,0
C12_a2a80116,0
C12_a2d48427,0
C12_a2f4e8b5,0
C12_a30567ca,0
C12_a30a1cd3,0
C12_a362e02d,0
C12_a0ca5294,0
C12_84bf5077,0
C12_84d46930,0
C12_84dd9a14,0
C12_857ccde6,0
C12_85cd1755,0
C12_85e9a205,0
C12_86154e1b,0
C12_863e573f,0
C12_86828e91,0
C12_870771b1,0
C12_87408e45,0
C12_94b0a908,0
C12_875b735e,0
C12_875e8b1c,0
C12_876780c5,0
C12_8830a5cd,0
C12_887032e3,0
C12_8882c6cd,0
C12_89030724,0
C12_8a41c784,0
C12_8a48eb95,0
C12_8a5c2bcf,0
C12_8a78a25e,0
C12_8ace78d0,0
C12_8747d4c8,0
C12_7f89c18b,0
C12_7f8b770c,0
C12_7f8ebcc7,0
C12_7fc2a308,0
C12_8008e92d,0
C12_802106d9,0
C12_8023751e,0
C12_8066b103,0
C12_80c5f0f7,0
C12_80f8414c,0
C12_81117453,0
C12_81372005,0
C12_84b55494,0
C12_82266981,0
C12_8229bc5b,0
C12_826b5497,0
C12_8287dc29,0
C12_829278cc,0
C12_831418c1,0
C12_83202629,0
C12_83360996,0
C12_8357ebe5,0
C12_83a09181,0
C12_8481d649,0
C12_84a783f2,0
C12_81e91b0e,0
C12_90249d87,0
C12_90279131,0
C12_902ac8b1,0
C12_90869181,0
C12_90c5a60e,0
C12_90c76b3c,0
C12_90cb3b96,0
C12_90edbc51,0
C12_911ab2f4,0
C12_91352ce2,0
C12_91572e0e,0
